pmid	disorder	structure
15001785	dementia	cerebral cortex
15006433	schizophrenia	intermediate
15006434	schizophrenia	core
15006434	schizophrenia	core
15006438	schizophrenia	core
15013836	schizophrenia	dorsolateral
15016085	narcolepsy	hypothalamus
15021927	dementia	core
15023574	mood disorders	striatum
15027326	schizophrenia	striatum
15029523	dementia	thalamus
15029523	dementia	thalamus
15029523	dementia	thalamus
15033152	schizophrenia	intermediate
15034499	dementia	core
15037219	opioid dependence	intermediate
15038995	schizophrenia	ventral
15038995	schizophrenia	ventral
15039413	hypochondriasis	core
15043803	dementia	subthalamic nucleus
15048659	panic disorder	core
15050565	schizophrenia	corpus callosum
15050598	schizophrenia	striatum
15050860	schizophrenia	cerebral cortex
15050864	schizophrenia	core
15050868	schizophrenia	hemispheric regions
15054319	dementia	corpus callosum
15054319	dementia	corpus callosum
15054319	dementia	corpus callosum
15054476	schizophrenia	thalamus
15054476	schizophrenia	thalamus
1505589	dementia	cerebral cortex
15056518	schizophrenia	dorsal
15056518	schizophrenia	medial
15056518	schizophrenia	medial
15056518	schizophrenia	medial
15065119	schizophrenia	dorsal
15065218	schizophrenia	nucleus accumbens
15066893	schizophrenia	core
15066893	schizophrenia	core
15066893	schizophrenia	core
15068977	dementia	core
15068977	dementia	core
15069464	schizophrenia	core
15071077	delirium	core
15071717	schizophrenia	core
15072719	dementia	globus pallidus
1508300	dementia	core
15084788	dementia	intermediate
15085928	panic disorder	core
15093949	schizophrenia	striatum
15095564	dementia	thalamus
15099600	schizophrenia	dorsolateral
15099603	schizophrenia	dorsolateral
15099618	schizophrenia	cerebellum
15107713	schizophrenia	mouth
15110954	dementia	nose
15114630	schizophrenia	dorsolateral
15121484	schizophrenia	striatum
15121656	schizophrenia	thalamus
15123504	schizophrenia	thalamus
1512383	personality disorder	intermediate
15130705	schizophrenia	cerebral cortex
15132433	schizophrenia	ca1
15135156	schizophrenia	internal capsule
15140504	schizophrenia	dorsolateral
15145473	schizophrenia	dorsolateral
15148155	narcolepsy	rostral
15152499	dementia	cerebral cortex
15156543	dementia	core
15156543	dementia	nose
15157344	dementia	core
15157347	dementia	core
15157750	schizophrenia	crossed
15158162	neurodevelopmental disorders	medial
15159482	dementia	intermediate
15159697	schizophrenia	core
15161649	frontotemporal dementia	intermediate
15169689	schizophrenia	thalamus
15169689	schizophrenia	medial
15169689	schizophrenia	dorsomedial
15169690	schizophrenia	thalamus
15169703	schizophrenia	medial
15170578	frontotemporal dementia	intermediate
15176481	schizophrenia	dorsolateral
1517748	dementia	cerebral cortex
15178698	nicotine dependence	midbrain
15178951	frontotemporal dementia	intermediate
15179541	schizophrenia	ventral
15179665	dementia	mouth
15180783	dementia	core
15183509	schizophrenia	hippocampal formation
15184031	schizophrenia	layer 3
15184031	schizophrenia	layer 3
15184031	schizophrenia	layer 3
15184103	schizophrenia	intermediate
15184234	schizophrenia	dorsolateral
15184234	schizophrenia	dorsolateral
15184234	schizophrenia	midbrain
15184983	enuresis	medial
15187055	dementia	core
15187055	dementia	core
15191617	panic disorder	intermediate
15194878	nicotine withdrawal	ventral
15199732	dissociative amnesia	medial
15200126	obsessive-compulsive disorder	subthalamic nucleus
15201366	dementia	core
1520565	dementia	cerebral cortex
15205882	schizophrenia	core
15205885	schizophrenia	core
15206662	schizophrenia	core
15207409	dementia	core
15207409	dementia	core
15210531	dementia	caudal
15210539	pica	medial
15211065	dementia	core
15211071	dementia	core
15211077	dementia	core
15213037	dementia	core
15213037	dementia	medial
15219469	schizophrenia	cerebral cortex
15219603	schizophrenia	dorsolateral
15225342	post traumatic stress disorder	core
15225969	panic disorder	midbrain
15229057	bulimia nervosa	apical
15229057	bulimia nervosa	medial
15233576	schizophrenia	cerebellum
1523690	pica	medulla
15237077	schizophrenia	cerebral cortex
15237077	schizophrenia	layers 2
15237077	schizophrenia	layers 2
15237077	schizophrenia	layer 2
15237078	schizophrenia	core
1524364	pica	medial
15249617	dementia	medial
15249617	dementia	core
15249617	dementia	core
15249619	dementia	core
15249620	dementia	core
15251876	schizophrenia	dorsal
15257132	dementia	medial
15258430	dementia	core
15260940	schizophrenia	core
15263907	schizophrenia	dorsolateral
15263907	schizophrenia	core
15265231	nicotine dependence	core
15273777	alcohol intoxication	cerebellar cortex
15274029	schizophrenia	core
15274029	schizophrenia	core
1527520	schizophrenia	cerebral cortex
15276701	schizophrenia	core
15279054	schizophrenia	hippocampal formation
15279054	schizophrenia	ventral
15279054	schizophrenia	ventral
15279054	schizophrenia	ventral
15279075	anorexia nervosa	hypothalamus
15283869	dementia	core
15285982	schizophrenia	midbrain
15292664	schizophrenia	cerebellar peduncles
15292664	schizophrenia	cerebellar peduncles
15292664	schizophrenia	cerebellar peduncles
15292664	schizophrenia	cerebellar peduncles
15293008	schizophrenia	core
15296820	schizophrenia	core
15296822	schizophrenia	intermediate
15298657	obsessive-compulsive disorder	core
15301991	narcolepsy	hypothalamus
15305109	dementia	core
15305109	dementia	core
15309044	schizophrenia	ventral
15309044	schizophrenia	hippocampal formation
15309044	schizophrenia	ventral
1531288	dementia	rostral
15313518	schizophrenia	cerebellum
15318111	alcohol dependence	nucleus accumbens
15319273	dementia	ventral
15331474	dementia	mouth
15334606	nicotine withdrawal	shell
15334606	nicotine withdrawal	shell
15337252	schizophrenia	core
15338334	schizophrenia	thalamus
15339824	schizophrenia	dorsolateral
15339832	schizophrenia	layers 3
15340281	dementia	medial
15340354	schizophrenia	core
15349874	narcolepsy	hypothalamus
15349874	narcolepsy	medial
15351432	mood disorders	suprachiasmatic nucleus
15353588	schizophrenia	ventral
15359697	alcohol intoxication	cerebral cortex
15365220	schizophrenia	dorsolateral
15365220	schizophrenia	dorsolateral
15377734	schizophrenia	core
15379289	dementia	brain stem
15380858	schizophrenia	core
15380860	schizophrenia	cerebellum
15380860	schizophrenia	thalamus
15380860	schizophrenia	thalamus
15380926	dementia	dorsal
15381923	schizophrenia	dorsolateral
15382516	delirium	core
15383148	dementia	core
15383740	dementia	core
15385602	opioid withdrawal	lateral part
15447690	schizophrenia	thalamus
15447690	schizophrenia	dentate nucleus
15448916	alcohol dependence	core
15448920	schizophrenia	core
15449366	dementia	core
15450215	schizophrenia	medial
15450909	schizophrenia	hippocampal region
15450909	schizophrenia	glomerular layer
1545342	anorexia nervosa	nose
15454655	obstructive sleep apnoea	mouth
15458991	anorexia nervosa	core
15461540	schizophrenia	core
1546551	schizophrenia	core
15465982	schizophrenia	hippocampal formation
15465982	schizophrenia	ca3
15466670	schizophrenia	ventral
15469196	schizophrenia	thalamus
15469196	schizophrenia	thalamus
15469196	schizophrenia	thalamus
15469196	schizophrenia	thalamus
15469203	mood disorders	cerebellum
15474907	schizophrenia	dorsolateral
15474910	schizophrenia	stratum radiatum
15474912	schizophrenia	medial
15474918	schizophrenia	thalamus
15474918	schizophrenia	ventral
15476683	schizophrenia	dorsomedial
15477506	dementia	periventricular region
15477559	dementia	cerebellum
15478129	binge eating disorder	core
15480840	dementia	substantia nigra
15481073	dementia	intermediate
15488250	depressive disorders	core
15488250	depressive disorders	core
15488433	anorexia nervosa	core
15489038	schizophrenia	striatum
15489388	dementia	core
15490277	anorexia nervosa	intermediate
1549228	dementia	ca1
15492486	dementia	core
15493535	mood disorders	core
15494166	schizophrenia	medial
15505179	narcolepsy	hypothalamus
15505524	agoraphobia	core
15512938	schizophrenia	medial
15515734	dementia	core
15523934	schizophrenia	hypothalamus
15529234	schizophrenia	thalamus
15529234	schizophrenia	thalamus
1553105	schizophrenia	hypothalamus
15531405	schizophrenia	core
15535032	dementia	ca2
15537512	dementia	core
15538599	schizophrenia	medial
15538599	schizotypal disorder	medial
15538599	schizophrenia	medial
15542244	dementia	thalamus
15546706	schizophrenia	medial
15546706	schizophrenia	medial
15546988	schizophrenia	core
15548205	dementia	thalamus
15548217	nicotine withdrawal	dentate gyrus
15550346	depressive disorders	dentate gyrus
15558887	schizophrenia	medial
15560956	schizophrenia	cerebellum
15560956	schizophrenia	cerebellum
15560966	schizophrenia	dorsolateral
15562048	delirium	core
1556285	oppositional defiant disorder	intermediate
15564058	mood disorders	vagus nerve
15565492	schizophrenia	dorsolateral
15567078	schizophrenia	corpus callosum
15567081	schizophrenia	thalamus
15569900	anorexia nervosa	core
15572268	schizophrenia	ventral
15572272	schizophrenia	lower limb
15572874	dementia	core
15575413	autism spectrum disorder	core
15578007	schizophrenia	thalamus
15578609	schizophrenia	core
15578675	dementia	core
15584923	schizophrenia	ventral
15585344	frontotemporal dementia	rostral
15586314	schizophrenia	core
15591799	dementia	core
15593315	restless legs syndrome	globus pallidus
15595359	dementia	nose
15597337	restless legs syndrome	core
15607300	schizophrenia	ventral
15609219	pica	mouth
15610175	schizophrenia	dorsal
15623715	restless legs syndrome	subthalamic nucleus
15624761	dementia	medial
15627587	autism spectrum disorder	corpus callosum
15627808	schizophrenia	core
15631641	dementia	external capsule
15633942	dementia	molecular layer
15636466	dementia	core
15636466	dementia	core
15639176	obsessive-compulsive disorder	striatum
15641588	dementia	dentate gyrus
15642442	schizophrenia	globus pallidus
1564478	dementia	medial
1564478	dementia	hippocampal formation
15645157	pica	hindbrain
15645157	pica	rostral
15645157	pica	trunk
15647498	schizophrenia	nucleus accumbens
15647498	schizophrenia	nucleus accumbens
15647751	schizophrenia	core
15649317	schizophrenia	core
15649317	schizophrenia	core
15649317	schizophrenia	core
15649317	schizophrenia	core
15649487	dementia	cerebral cortex
15650758	obstructive sleep apnoea	optic nerve
15653258	schizophrenia	dorsolateral
15653259	schizophrenia	dorsolateral
15653259	schizophrenia	hippocampal formation
15653265	schizophrenia	globus pallidus
15653275	schizophrenia	intermediate
15653277	schizophrenia	pons
15653277	schizophrenia	pons
15654291	alcohol dependence	core
15654554	narcolepsy	cerebral cortex
15654554	narcolepsy	hypothalamus
15664118	schizophrenia	dorsal
15664768	intellectual disability	corpus callosum
15665152	oppositional defiant disorder	core
15665400	dementia	core
15665404	dementia	pallidum
15665404	dementia	pallidum
15666718	pica	ventral
156670	dementia	globus pallidus
15667393	dementia	intermediate
15668425	dementia	core
15668426	dementia	medial
15668426	dementia	medial
15669935	dementia	intermediate
15670642	dementia	cerebral cortex
15672553	schizophrenia	hippocampal formation
15672553	schizophrenia	hippocampal formation
1567277	schizophrenia	hippocampal region
15677392	anorexia nervosa	hypothalamus
15677869	dementia	core
15680203	schizophrenia	thalamus
15682049	pica	apical
15682049	pica	apical
15685493	dissociative disorders	shell
15689961	schizophrenia	ventral
15689961	schizophrenia	ventral
15694236	schizophrenia	dentate gyrus
15694236	schizophrenia	molecular layer
15694273	mood disorders	suprachiasmatic nucleus
15694329	opioid withdrawal	midbrain
15696539	schizophrenia	dorsolateral
15699289	schizophrenia	core
15700049	schizophrenia	core
15700518	alcohol dependence	core
15701062	anorexia nervosa	intermediate
15701065	nicotine dependence	core
15701065	nicotine dependence	core
15701065	nicotine dependence	core
15701104	schizophrenia	mouth
15701104	schizophrenia	core
15705348	depressive disorders	hypothalamus
15705352	schizophrenia	core
15713856	dementia	core
15715783	dissociative disorders	core
15716217	restless legs syndrome	lower limb
15720772	schizophrenia	ventral
15721994	schizophrenia	dorsolateral
15721995	schizophrenia	medial
15721995	schizophrenia	medial
15721998	schizophrenia	medial
15722899	dementia	medial
15724769	panic disorder	core
15724886	schizophrenia	core
15724886	schizophrenia	core
15738298	obstructive sleep apnoea	mouth
15738298	obstructive sleep apnoea	mouth
15738500	schizophrenia	dorsolateral
15738853	social anxiety disorder	core
15740987	schizophrenia	core
15743290	delirium	core
1575261	schizophrenia	cerebellum
15753419	dementia	intermediate
15753423	dementia	medial
15753423	dementia	medial
15755689	dementia	ca2
15760619	dementia	cerebral cortex
15760859	pica	rostral
15761472	dementia	cerebral cortex
1576226	dementia	core
15765522	schizophrenia	ventral
15766633	obsessive-compulsive disorder	striatum
15766639	delirium	core
15768049	schizophrenia	hippocampal formation
15768049	schizophrenia	hippocampal formation
15769490	autism spectrum disorder	dorsal
15770110	alcohol dependence	cerebellum
15772373	schizophrenia	dorsal
15772373	schizophrenia	ventral
15774453	schizophrenia	corpus callosum
15775708	pica	medial
15780675	mood disorders	mouth
15780858	schizophrenia	core
15781045	mood disorders	dorsal
15781045	mood disorders	dorsal
15797168	dementia	core
15800150	schizophrenia	core
15800155	schizophrenia	pons
15800155	schizophrenia	cerebellum
15800155	schizophrenia	cerebellar cortex
15800155	schizophrenia	cerebellar cortex
15801566	nicotine dependence	medial
15803162	schizophrenia	core
15803162	schizophrenia	dorsolateral
15803499	schizophrenia	striatum
15804270	restless legs syndrome	lower limb
15806567	dementia	medial
15809405	schizophrenia	dorsolateral
15810561	pica	ventral
15817012	dementia	core
15817278	dementia	ca1
15818528	depressive disorders	core
15818528	depressive disorders	core
15819130	depressive disorders	core
15820226	schizophrenia	hippocampal formation
15820226	schizophrenia	ca1
15820231	schizophrenia	core
15820234	alcohol dependence	nucleus accumbens
15820321	schizophrenia	thalamus
15820321	schizophrenia	dorsomedial
15820321	schizophrenia	thalamus
15820325	schizophrenia	core
15826741	schizophrenia	core
15832060	dementia	medial
15834642	dementia	core
15834783	schizophrenia	nose
1583817	dementia	substantia nigra
15838758	pica	cranial nerves
15840414	schizophrenia	ventral
15841676	schizophrenia	dorsolateral
15841826	dementia	core
15842181	panic disorder	core
1584381	dementia	thalamus
1584381	dementia	thalamus
15843870	schizophrenia	core
15846819	schizophrenia	dorsolateral
15846819	schizophrenia	frontal pole
15850721	schizophrenia	cerebellum
15852364	dementia	intermediate
15852433	dementia	core
15854770	dementia	substantia nigra
15856725	schizophrenia	medial
15857707	narcolepsy	brain stem
15860342	schizophrenia	medial
15860342	schizophrenia	medial
15860342	schizophrenia	medial
15860344	schizophrenia	thalamus
15863740	schizophrenia	medial
15863795	schizophrenia	medial
15866362	schizophrenia	thalamus
15866861	enuresis	mouth
15870155	schizophrenia	core
15871910	schizophrenia	medial
15878241	schizophrenia	ventral
15878290	schizophrenia	fiber tracts
15878290	schizophrenia	corpus callosum
15878290	schizophrenia	cingulum bundle
15878290	schizophrenia	fiber tracts
15878730	schizophrenia	cerebellum
15884398	dementia	upper limb
15885507	schizophrenia	rostral
15885518	schizophrenia	medial
15885518	schizophrenia	dorsal
15885518	schizophrenia	core
15885628	dementia	cerebral cortex
15886719	schizophrenia	dorsolateral
15886719	schizophrenia	dorsolateral
15886744	dementia	nose
15888536	dementia	thalamus
15890413	schizophrenia	core
15890497	schizophrenia	ventral
1589144	dementia	hippocampal formation
15893916	schizophrenia	medial
15896231	schizophrenia	dorsolateral
15904748	delirium	mouth
15904932	body dysmorphic disorder	nose
15907297	schizophrenia	core
15911036	dementia	core
1591192	schizophrenia	third ventricle
1591192	schizophrenia	third ventricle
1591192	schizophrenia	third ventricle
15913843	dementia	dorsal
15917270	schizophrenia	cerebral cortex
1591821	dementia	core
15922054	schizophrenia	lateral habenula
15923110	schizophrenia	dorsolateral
15923111	schizophrenia	core
15924077	dementia	core
15925773	dementia	core
15927092	schizophrenia	core
15927798	schizophrenia	core
15929035	dementia	ca1
15929035	dementia	ca1
15930048	schizophrenia	core
15930070	schizophrenia	layer 3
15930070	schizophrenia	layer 3
15930070	schizophrenia	layer 5
15930071	schizophrenia	cerebellum
15931063	panic disorder	thalamus
15933386	dementia	core
15933390	dementia	core
15933396	dementia	intermediate
15935018	delirium	intermediate
15939409	schizophrenia	internal capsule
15939841	schizophrenia	core
15939883	schizophrenia	hippocampal formation
15939948	personality disorder	core
15939972	dementia	core
15940304	schizophrenia	dorsolateral
15941021	dementia	core
15941877	anorexia nervosa	core
15943166	bulimia nervosa	core
1594495	dementia	cerebral cortex
15945063	schizophrenia	striatum
15945063	schizophrenia	striatum
15945063	schizophrenia	nucleus accumbens
15945591	frontotemporal dementia	nose
15948064	dementia	core
15949649	schizophrenia	dorsolateral
15949650	schizophrenia	dorsal
15949650	schizophrenia	dorsal
15949650	schizophrenia	dorsal
15949650	schizophrenia	dorsal
15949650	schizophrenia	dorsal
15949654	schizophrenia	medial
15950312	schizophrenia	ca2
15950437	schizophrenia	dorsolateral
1595096	dementia	lateral ventricle
15953692	schizophrenia	cerebellum
15955502	schizophrenia	thalamus
15956162	frontotemporal dementia	substantia nigra
15959843	dementia	cerebellum
15963693	schizophrenia	nucleus accumbens
15963693	schizophrenia	nucleus accumbens
15963693	schizophrenia	nucleus accumbens
15963693	schizophrenia	nucleus accumbens
15966108	dementia	core
15974907	dementia	core
15974907	dementia	core
15975569	panic disorder	dorsal
15978550	schizophrenia	cingulum bundle
15979142	schizophrenia	nucleus accumbens
15979644	schizophrenia	third ventricle
15988129	nicotine withdrawal	hypothalamus
15990724	dementia	optic nerve
15992520	schizophrenia	medial
15992520	schizophrenia	medial
15993260	adjustment disorder	intermediate
15993564	schizophrenia	core
15993858	schizophrenia	medial
15993895	schizophrenia	medial
15995821	dementia	corpus callosum
15997013	schizophrenia	intermediate
15997601	attention deficit hyperactivity disorder	core
15997931	bulimia nervosa	mouth
16005115	frontotemporal dementia	intermediate
16006102	schizophrenia	core
16011062	frontotemporal dementia	shell
16018980	schizophrenia	dorsolateral
16018986	alcohol dependence	striatum
16020028	dementia	intermediate
16021440	dementia	core
16023618	schizophrenia	striatum
16026489	schizophrenia	caudal
16028184	attention deficit hyperactivity disorder	nose
16029101	obsessive-compulsive disorder	core
16029105	social anxiety disorder	core
16034909	narcolepsy	trunk
16035120	depressive disorders	nose
16035194	schizophrenia	middle cerebellar peduncle
16035194	schizophrenia	cerebellum
16037620	obsessive-compulsive disorder	core
16037973	restless legs syndrome	substantia nigra
16039786	cocaine withdrawal	hypothalamus
16041289	dementia	medial
16045070	schizophrenia	visual areas
16045070	schizophrenia	visual areas
16051700	dementia	ca2
16056125	opioid withdrawal	midbrain
1605943	dementia	cerebral cortex
16061761	schizoaffective disorder	intermediate
16076548	schizophrenia	dorsolateral
16076548	schizophrenia	cortical subplate
16084697	schizophrenia	caudal
16084697	schizophrenia	caudal
16084697	schizophrenia	caudal
16084697	schizophrenia	caudal
16084697	schizophrenia	caudal
16085067	dementia	core
16085324	dementia	medial
1609016	depressive disorders	hypothalamus
16093900	narcolepsy	hypothalamus
1609867	schizophrenia	dorsolateral
16103044	dementia	crossed
16103767	dementia	core
1610485	panic disorder	core
16107247	alcohol intoxication	cerebellar cortex
16107351	dementia	core
16110246	schizophrenia	core
16116116	dementia	core
16118533	dementia	pallidum
16122213	pica	cranial nerves
16122809	depressive disorders	core
16123113	narcolepsy	midbrain
16125374	schizophrenia	core
16125374	schizophrenia	core
16125374	schizophrenia	core
16132031	dementia	corpus callosum
16132031	dementia	corpus callosum
16132031	dementia	corpus callosum
16132062	schizophrenia	ventral
16133741	schizophrenia	corpus callosum
16134104	anorexia nervosa	core
16135634	schizophrenia	dorsal
16135634	schizophrenia	mediodorsal nucleus of the thalamus
16135770	narcolepsy	hypothalamus
16135862	schizophrenia	core
16137350	delirium	core
16139580	mood disorders	vagus nerve
16139990	schizophrenia	dorsolateral
16139997	schizophrenia	core
16140506	schizophrenia	dentate gyrus
16140506	schizophrenia	molecular layer
16142047	schizophrenia	core
16142048	mood disorders	core
16142051	schizophrenia	intermediate
16143735	anorexia nervosa	core
16154055	schizophrenia	core
16154323	schizophrenia	core
16160817	pica	crossed
16164767	attention deficit hyperactivity disorder	core
16165302	alcohol withdrawal	cerebellum
16169608	schizophrenia	ca1
16170073	dementia	core
16170231	panic disorder	dorsal
16170743	delirium	core
16171947	schizophrenia	dorsal
16171947	schizophrenia	dorsolateral
1617841	dementia	crossed
16179202	schizophrenia	third ventricle
16179827	dementia	medial
16179827	dementia	medial
16179827	dementia	medial
16180153	schizophrenia	dorsolateral
16183195	schizophrenia	nucleus accumbens
16183659	schizophrenia	core
16185446	dementia	core
16188305	schizophrenia	medial
16194252	personality disorder	nose
16198199	schizophrenia	core
16199832	schizophrenia	thalamus
16199832	schizophrenia	thalamus
16199836	schizophrenia	core
16199836	schizophrenia	core
1620300	dementia	thalamus
16205055	pica	medial
16207375	depressive disorders	core
1620751	schizophrenia	core
16213126	schizophrenia	dorsolateral
16217068	dementia	retina
16222106	pica	trunk
16222525	dementia	intermediate
16224202	obsessive-compulsive disorder	core
16228955	pica	choroid plexus
16239155	panic disorder	core
16239182	dementia	medial
16246844	frontotemporal dementia	core
16247238	pica	caudal
16247238	pica	caudal
16247765	schizophrenia	cerebral cortex
16247765	schizophrenia	cerebral cortex
162495	schizoaffective disorder	intermediate
16249822	panic disorder	core
16252070	schizophrenia	thalamus
16252377	dementia	core
16254063	schizophrenia	core
16256315	schizophrenia	dorsolateral
16257395	schizophrenia	medial
16257395	schizophrenia	medial
16257881	schizophrenia	core
16262210	alcohol dependence	intermediate
16262211	schizophrenia	intermediate
16262211	schizophrenia	intermediate
16264357	dementia	medial
16269113	schizophrenia	thalamus
16270253	schizophrenia	core
1627044	schizophrenia	medial
16274758	dementia	core
16275212	personality disorder	core
16275808	schizophrenia	medial
16279933	narcolepsy	hypothalamus
16282088	attention deficit hyperactivity disorder	core
16282717	obsessive-compulsive disorder	core
16283277	schizophrenia	core
1628437	dementia	thalamus
16284713	schizophrenia	core
16286388	dementia	core
16288852	schizophrenia	cerebellum
16289526	schizophrenia	core
1628957	bulimia nervosa	hypothalamus
16289893	schizophrenia	nucleus accumbens
16291886	dementia	core
16293018	mood disorders	vagus nerve
16296994	schizophrenia	core
16297566	schizophrenia	dorsolateral
16297599	schizophrenia	core
16297604	schizophrenia	dorsal
16297604	schizophrenia	dorsal
16299498	schizophrenia	cerebral cortex
16311332	pica	core
16319377	schizophrenia	medial
16319377	schizophrenia	medial
16319377	schizophrenia	medial
16319521	obsessive-compulsive disorder	internal capsule
16320822	dementia	thalamus
16321885	schizophrenia	cerebellum
16324800	schizophrenia	core
1632581	schizophrenia	striatum
1632582	cocaine withdrawal	medial
16327875	schizophrenia	thalamus
16327875	schizophrenia	thalamus
16330585	schizophrenia	medial
16330596	schizophrenia	striatum
16330596	schizophrenia	nucleus accumbens
16330597	schizophrenia	dorsolateral
16330597	schizophrenia	dorsolateral
16332669	dementia	core
16332669	dementia	core
16333807	personality disorder	core
16337745	schizophrenia	core
16338084	dementia	striatum
16340622	alcohol dependence	core
16341976	schizophrenia	medial
16343788	schizophrenia	core
1634723	dementia	core
16351353	schizophrenia	core
1635333	panic disorder	core
16355445	alcohol withdrawal	striatum
16359817	opioid withdrawal	midbrain
16359817	opioid withdrawal	periaqueductal gray
16359817	opioid withdrawal	periaqueductal gray
16359817	opioid withdrawal	periaqueductal gray
16361088	schizophrenia	striatum
16361089	schizophrenia	dorsolateral
16364932	dementia	core
1636541	dementia	dorsomedial
16372057	alcohol withdrawal	inferior colliculus
16374822	dementia	substantia nigra
16375661	dementia	medial
16377154	schizophrenia	medial
16380435	catatonia	striatum
16380435	catatonia	striatum
16380684	schizophrenia	dorsolateral
16380905	schizophrenia	ca1
16381088	schizophrenia	core
1638408	dementia	ventral
16385583	dementia	core
16386409	schizophrenia	lateral ventricle
16388066	schizophrenia	dorsolateral
16388066	schizophrenia	layer 3
16389194	schizophrenia	dorsolateral
16389456	schizophrenia	ventral
16395309	schizophrenia	midbrain
16395583	pica	apical
16396229	dementia	intermediate
16399212	dementia	ca1
16399683	schizophrenia	core
16400226	schizophrenia	hippocampal region
16402129	schizophrenia	dorsal
16402134	schizophrenia	cerebellum
16403247	dementia	core
16412612	schizophrenia	visual areas
16415596	schizophrenia	dorsolateral
16415712	obsessive-compulsive disorder	core
16416264	dementia	striatum
16420107	schizophrenia	core
16421113	dementia	core
16428532	delirium	nose
16428811	schizophrenia	medial
16429333	schizophrenia	dorsolateral
16433055	schizophrenia	core
16439158	obsessive-compulsive disorder	medial
16446739	depressive disorders	dentate gyrus
16446872	delirium	core
16448581	dementia	dorsal
16457764	schizophrenia	nucleus accumbens
16458267	schizophrenia	dorsolateral
16458267	schizophrenia	thalamus
16460385	dementia	core
16460698	schizophrenia	layer 3
16460915	schizophrenia	dorsolateral
16460973	depressive disorders	core
16461856	schizophrenia	medial
16462470	pica	trunk
16466794	schizophrenia	medial
16466814	schizophrenia	lateral ventricle
16470496	personality disorder	core
16473372	dementia	dentate gyrus
16476930	dementia	dorsal
16481083	alcohol intoxication	medial
16483362	schizophrenia	cerebellum
16483362	schizophrenia	cerebellum
16484657	obsessive-compulsive disorder	internal capsule
16485262	schizophrenia	thalamus
16485262	schizophrenia	thalamus
16485562	pica	glossopharyngeal nerve
16490044	dementia	core
16490417	schizophrenia	dorsolateral
16493237	dementia	core
16493237	dementia	core
16493563	catatonia	core
16497519	schizophrenia	medial
16497519	schizophrenia	medial
16497597	nicotine dependence	core
16503328	schizophrenia	dorsolateral
16503399	schizophrenia	caudal
16503399	schizophrenia	rostral
16503399	schizophrenia	rostral
16504127	opioid dependence	core
16510242	attention deficit hyperactivity disorder	dorsal
16510495	schizophrenia	dorsolateral
16510867	delirium	intermediate
16513854	schizophrenia	core
16513868	schizophrenia	thalamus
16513868	schizophrenia	thalamus
16513868	schizophrenia	thalamus
16513881	schizophrenia	hippocampal formation
16513881	schizophrenia	hippocampal formation
16513881	schizophrenia	cortical subplate
16514359	panic disorder	midbrain
16517493	depressive disorders	nose
16523490	personality disorder	core
16525922	dementia	crossed
16526044	schizophrenia	intermediate
16527424	pica	ca1
16531099	schizophrenia	core
16533498	alcohol dependence	cerebellum
16537322	dissociative identity disorder	nose
16545554	schizophrenia	third ventricle
16547347	schizophrenia	cerebral cortex
16548486	dementia	core
16549361	schizophrenia	dorsolateral
16552012	dementia	splenium
16552012	dementia	splenium
16553467	dementia	nose
16553467	dementia	core
16556092	nicotine dependence	mouth
16566872	obsessive-compulsive disorder	medial
16566872	obsessive-compulsive disorder	medial
16566872	obsessive-compulsive disorder	medial
16567245	alcohol intoxication	core
16569466	dementia	substantia innominata
16569466	dementia	substantia innominata
16571373	schizophrenia	dorsolateral
16580145	schizophrenia	ventral
16580643	autism spectrum disorder	cerebral cortex
16581475	pica	apical
16586253	schizophrenia	core
16594940	depressive disorders	core
16596624	alcohol dependence	dorsal
16596624	alcohol dependence	dorsal
16599377	nicotine dependence	core
16604350	schizophrenia	dorsolateral
16606913	dementia	core
16612192	schizophrenia	medial
16614027	schizophrenia	core
16616767	cocaine withdrawal	nucleus accumbens
16619660	obsessive-compulsive disorder	ventral
1662188	schizophrenia	striatum
16624323	dementia	substantia nigra
16624532	schizophrenia	dorsolateral
16625438	autism spectrum disorder	corpus callosum
16626847	schizophrenia	core
16626974	schizophrenia	medial
16626974	schizophrenia	dorsal
16627289	schizophrenia	intermediate
16631258	schizophrenia	core
16631316	delirium	core
16632333	schizophrenia	dorsolateral
16633144	schizophrenia	core
16633452	schizophrenia	dorsolateral
16636121	dementia	medial
16640210	dementia	central part
16644125	schizophrenia	medial
16648775	schizophrenia	dorsolateral
16649818	schizophrenia	medial
16650349	schizophrenia	ventral
16650831	schizophrenia	nucleus accumbens
16671093	restless legs syndrome	subthalamic nucleus
16671433	cocaine intoxication	core
16676295	dementia	core
16677958	schizophrenia	corpus callosum
16682269	schizophrenia	thalamus
16682269	schizophrenia	thalamus
16682673	dementia	cerebral cortex
16684985	dementia	core
16685698	dementia	core
16687441	schizophrenia	core
16687539	dementia	corpus callosum
16688738	schizophrenia	thalamus
16690254	schizophrenia	core
16690256	schizophrenia	core
1669029	dementia	core
16696579	schizophrenia	striatum
16696827	schizophrenia	dorsolateral
16701550	schizophrenia	midbrain
16702895	schizophrenia	core
16702973	schizophrenia	dorsolateral
16708184	dementia	cerebral cortex
16713185	schizophrenia	thalamus
16713185	schizophrenia	thalamus
16716523	schizophrenia	nucleus accumbens
16717174	dementia	core
16721614	schizophrenia	ventral
16722842	narcolepsy	hypothalamus
16730377	schizophrenia	dorsolateral
