pmid	struct	verb	disorder
30723982	ca1	expressing
27251620	striatum	led
32710335	corpus callosum	participated
11180501	periaqueductal gray	try
32416724	pallidum	sleep
19744527	medial	found
29348192	nucleus accumbens	guided
30320954	core	living
26848926	core	add
10896690	ventral	reflecting
23844175	medial	showed
23844175	cerebellum	suggests
19666045	core	produced
19524554	layer 3	identified
9675510	core	allow
16272077	pons	reports
11166516	nucleus accumbens	present
9584871	core	relates
22256609	midbrain	suggest
19452521	ventral	considered
28856896	core	ground
28867767	core	order
15337650	dorsal	suggest
23195114	stria terminalis	search
30789229	substantia nigra	value
24594708	medial	been
24424794	core	need
26637448	ventral	been
11738541	core	suggest
24725220	ventral	act
24888524	ventral	induce
20956979	medial	explored
21999930	subthalamic nucleus	control
16563623	central nucleus	signalling
29105239	core	frame
23010798	ventral	studies
17339518	medial	been
22809741	core	order
15496939	cerebral cortex	increased
18668151	striatum	orders
20083395	medial	suggest
28625273	core	agree
28625273	core	presented
28625273	core	work
24155293	ventral	been
30089910	core	order
30089910	dorsal	use
14615689	core	converge
14615689	core	remains
29393203	subgranular zone	controls
24676388	dentate gyrus	taken
24844729	thalamus	work
24844729	thalamus	present
24844729	thalamus	related
28007991	laterodorsal tegmental nucleus	suggest
28007991	laterodorsal tegmental nucleus	present
23291154	ventral	present
26709994	nucleus accumbens	applied
30019362	striatum	change
18997158	thalamus	conclude
26071442	medial	ground
14504772	core	thought
31400086	core	ground
11001597	cerebellum	studies
26819283	ventral	get
12784101	ventral	induce
22737116	dorsal	proposed
20113607	hypothalamus	order
31816026	cerebral cortex	expressed
31321407	core	impaired
30190706	core	order
27511183	core	test
27511183	core	follow
17562694	cerebellum	been
17562694	cerebellum	compelling
17562694	cerebellum	seems
32054675	stria terminalis	stress
26253956	corpus callosum	displayed
9463841	core	treated
17671874	hippocampal formation	described
23648137	core	studies
17319222	cerebral cortex	presented
26559218	nose	contributed
18596548	core	sleep
9869335	core	orders
31161372	nose	existing
26235681	nose	used
19506072	core	used
27640073	core	using
33125429	core	had
16061770	ventral	contrast
32188967	nose	shed
32255521	core	using
32255521	core	points
23756377	midbrain	lies
21432611	core	order
27477243	midbrain	mixed
11145458	medial	indicates
31332372	core	order
27622137	cingulum bundle	present
27622137	cingulum bundle	present
27622137	cingulum bundle	suggest
19145222	core	reduced
20519061	core	use
7701274	thalamus	proposed
29866443	pons	compared
3574657	corpus callosum	impaired
15124027	hippocampal formation	found
15124027	subiculum	observed
15124027	hippocampal formation	indicate
28741680	core	rent
26119240	ca1	compared
23882183	core	taken
20003629	core	selected
15329292	third ventricle	speed
15329292	medial	appear
32853044	core	order
21255611	intermediate	increasing
20146190	thalamus	show
24144956	ventral	explore
24144956	dorsal	suggests
18395761	core	attracted
18395761	core	reflect
17524434	ventral	indicate
19710391	parabrachial nucleus	rent
31420880	intermediate	considered
15288711	hippocampal formation	rest
29940238	intermediate	describe
31132785	striatum	used
30983960	dentate gyrus	derived
30983960	dorsomedial	mind
17697420	corpus callosum	extend
22289198	hypothalamus	expressed
21547982	nucleus accumbens	face
29488894	core	search
17447423	substantia nigra	include
27720388	striatum	supported
24755994	central nucleus	studies
29477413	core	studying
15102120	thalamus	studies
23558591	corpus callosum	led
20631994	ventral	studies
18327742	thalamus	report
18327742	medial	cause
15081794	subthalamic nucleus	promising
31843545	intermediate	seen
31365642	core	admitted
30880655	striatum	type
30300752	core	type
33008536	hypothalamus	integrates
29355822	core	find
11532254	medial	present
26308966	core	use
26308966	core	had
24455473	ventral	decreased
30176006	core	rains
25155879	striatum	led
28743598	core	order
26590368	core	identified
18061401	ventral	been
27044008	crossed	matched
1486099	core	seems
23628212	striatum	implicated
22216833	medial	including
27683483	corpus callosum	follow
33324941	subthalamic nucleus	marked
24921969	core	mean
28736332	inferior colliculus	been
28736332	central nucleus	suggest
18194832	core	sight
31774731	dorsolateral	compared
23057627	core	scale
26633592	core	using
7644044	upper limb	determine
10435405	ventral	proposed
29684768	core	presents
11849763	corpus callosum	transfer
20699105	core	order
32700142	striatum	been
27592563	core	present
10433321	ventral	suffering
32679312	striatum	been
16805929	core	ground
20855050	thalamus	studies
19940844	ventral	stand
32320748	hypothalamus	ground
24657561	cranial nerves	challenged
11856665	nose	set
16408518	upper limb	ring
18514376	nucleus accumbens	reported
27779623	core	orders
31301757	core	ground
29436490	subthalamic nucleus	improving
29423817	core	produces
26898776	core	types
27412235	ca1	acts
18332680	thalamus	enter
27484312	core	work
21835091	dorsal	compared
21835091	dorsomedial	showed
20654653	globus pallidus	signal
10697060	core	come
19414043	dorsolateral	studies
16237129	core	suggesting
15548207	ventral	changes
30109024	cerebellum	dance
15336512	ventral	explore
22481369	core	following
21244421	core	propose
9613625	ventral	review
20888326	nucleus accumbens	been
28646852	nose	show
8593585	striatum	order
31605539	core	related
20178604	suprachiasmatic nucleus	studies
17022955	cerebral cortex	search
20927045	ventral	forms
21831360	dorsolateral	searched
31551426	dorsolateral	present
21144498	ventral	compared
21144498	dorsal	showing
12580700	cerebrum	cure
15683951	core	last
28474150	core	state
30416106	medial	damage
26810632	cerebellum	increased
16216946	core	come
14502092	dorsal	been
30886240	central nucleus	ring
18374843	core	studies
24904322	core	impaired
29900415	medial	present
29900415	medial	suggest
23910899	dorsolateral	working
25283181	cerebellum	understanding
9809105	nose	causes
28809400	ca1	met
32801201	intermediate	state
29738855	intermediate	regarded
28453475	intermediate	had
23513013	core	remain
28754123	dorsolateral	formed
23117721	medial	using
26027781	core	present
23218606	medial	ground
18461541	core	thought
22512261	nucleus accumbens	been
28337409	thalamus	matter
27915379	core	called
29501387	core	presents
29501387	intermediate	controls
10893731	intermediate	occurred
26031760	core	sit
18590384	hypothalamus	rent
12777344	cerebellar cortex	increased
8742456	intermediate	had
24685637	cerebellar cortex	used
28489419	nose	used
32397931	core	set
21256966	ventral	found
21256966	ventral	suggest
21489391	mouth	review
1418364	substantia nigra	described
12111475	dorsolateral	report
16423334	shell	increased
26681495	core	suggest
29754003	hypothalamus	ground
31612904	core	act
21276242	dorsolateral	observed
28225048	corpus callosum	stress
15877305	medial	studies
1369574	brain stem	increased
21182888	core	reported
21939679	medial	build
31404565	striatum	expressed
11282814	lateral ventricle	try
30336484	core	rent
33023226	mouth	studies
17983671	core	order
25741905	core	try
17650397	core	forming
26178613	dorsolateral	changes
18063940	core	respect
27797809	medial	accompanied
31989779	core	led
21383324	third ventricle	decreased
27357507	core	expanded
25109596	substantia nigra	reduces
3705993	lateral ventricle	support
29472840	cerebral cortex	described
29472840	cerebral cortex	increased
22508959	core	uses
32507757	core	type
14503353	core	led
26272049	hippocampal formation	binding
22147958	core	thought
25524710	dorsolateral	studies
25524710	dorsolateral	rent
25524710	dorsolateral	reduced
25524710	dorsolateral	compared
25524710	dorsolateral	shared
25863357	core	report
18833430	cerebellum	review
25522392	core	ground
25522392	dorsolateral	provided
25522392	dorsolateral	support
20826313	medial	known
23995422	corticospinal tract	type
26515654	core	order
32393757	core	impaired
28827010	subthalamic nucleus	control
22454846	ventral	follows
25948602	mouth	face
25948602	mouth	ring
18372313	core	made
18372313	hypothalamus	following
15637638	ventral	considered
11785031	thalamus	report
26426329	mouth	act
24961945	core	state
27613508	auditory areas	showed
11478418	striatum	showed
28828225	nucleus accumbens	detect
26718607	midbrain	search
30519836	medial	present
30711314	core	ground
30711314	substantia nigra	using
11320161	core	change
20600340	core	order
31642794	hypothalamus	ground
28576730	ventral	changes
21503609	core	support
29165654	core	lying
29165654	cortical subplate	identify
29165654	cortical subplate	present
27382048	core	ground
27382048	core	produces
9634024	thalamus	cause
9634024	pons	type
32214250	striatum	expressed
29107002	cerebral cortex	caused
16423332	core	related
19995583	nose	reported
31138892	core	tested
30105528	core	order
30105528	core	using
28165117	nucleus accumbens	developing
20813075	core	ground
27453295	core	compared
24011847	medial	review
21951954	core	state
20153238	subthalamic nucleus	sleep
3382320	dorsolateral	reported
26748091	ca2	studies
26748091	ca2	used
24075765	core	included
11483143	core	ground
29953934	dorsolateral	searched
19818810	ventral	used
17283282	core	been
21646331	rostral	hold
21646331	rostral	offer
30255629	ca1	include
30255629	hippocampal formation	studies
30255629	hippocampal formation	understanding
21615425	ventral	directed
12670058	core	state
31717998	cerebral cortex	type
28003467	medial	stress
25227564	core	scale
19735928	cerebellum	had
10725527	cerebral cortex	studies
10725527	mediodorsal nucleus of the thalamus	control
30836963	core	type
29470055	core	impaired
29470055	dorsolateral	studies
21334420	core	known
23979606	ventral	store
9667811	lateral habenula	presented
26290235	nucleus accumbens	caused
24381603	striatum	induced
21408008	medial	led
21408008	medial	increase
12436385	cerebral cortex	learning
20571485	core	orders
9330979	hippocampal formation	proposed
3528007	core	grades
9924871	core	shown
9924871	core	thought
9924871	core	occurring
9924871	core	type
27181927	dentate gyrus	learning
25524955	medial	had
21907761	dentate gyrus	bearing
31650254	core	set
26400857	subthalamic nucleus	understanding
33097470	core	ground
29867648	medial	relates
25269883	nose	led
31361772	medial	died
20179788	thalamus	implicate
26099949	core	showed
27461514	stria terminalis	diminishes
9044382	nucleus accumbens	present
27693668	ventral	ring
27693668	ventral	propose
17639427	rostral	been
23098760	core	observed
25601395	dorsolateral	attacks
31948896	core	orders
28828223	core	acting
17942737	ventral	drive
18833572	core	control
18833572	medial	order
8083025	core	proposed
30923348	cerebellum	rising
24315484	core	orders
7595181	core	determined
28763509	core	made
28763509	core	increase
29944857	corpus callosum	cause
24999658	substantia nigra	studied
23182311	intermediate	developed
29608645	core	classifying
29608645	core	observed
18805671	layer 2	correcting
16476668	striatum	increased
32937121	cerebral cortex	studies
31376788	dorsolateral	controlled
29141007	core	orders
27117136	core	orders
30479733	core	orders
26873041	core	order
8583235	brain stem	studied
22285808	ca3	induced
14622919	striatum	inputs
12048145	hippocampal formation	studies
9803421	ventral	damage
30351346	medial	sets
22843264	core	need
26518023	core	test
11105660	medial	following
10431775	medial	determine
10431775	medial	measures
10431775	medial	does
21726554	subthalamic nucleus	been
23521775	dorsomedial	been
25656481	dorsal	work
30979867	striatum	treated
30611007	core	determine
24522332	core	order
28865406	core	thought
20699106	core	search
25619550	core	seem
15922073	core	suggest
21482548	thalamus	reduced
18178386	medial	observed
18178386	core	observed
24151118	midbrain	lights
31942622	core	related
28970574	optic nerve	displayed
24332795	cerebellum	contribute
24332795	cerebellum	preserved
30132267	dorsolateral	search
24403157	core	present
1005563	striatum	impaired
30663473	inferior colliculus	indicate
10986554	core	suggest
24389156	cerebellum	order
21932359	ventral	been
19732478	dorsal	ring
19732478	dorsal	ring
19732478	dorsal	differed
27884751	core	ground
28039852	intermediate	developing
18040792	core	had
19025236	intermediate	divided
19460120	core	state
20732335	ventral	produces
21237647	core	present
11488395	midbrain	controlled
7999345	core	including
23632456	midbrain	including
17008334	core	related
23582296	medial	work
20851119	striatum	use
29510928	core	thought
28702350	intermediate	showed
28702350	ventral	orders
6084823	cerebral cortex	type
30452973	ventral	been
31067982	core	order
23956198	corpus callosum	includes
25256214	core	sample
29260380	core	order
18198268	dorsal	order
25904362	ca1	observed
17369596	brain stem	sleep
17369596	dorsomedial	presented
12071513	cerebellum	play
31899366	intermediate	compared
26778785	medial	measured
26539987	core	reduced
31143132	core	ground
17372984	medial	studies
12634477	dorsolateral	increased
23070074	dorsolateral	measured
31983373	core	classified
20889583	medial	tested
20889583	medial	indicate
31005575	thalamus	values
28966266	nose	identify
1597689	cerebellum	extended
26417778	thalamus	suggest
30870516	core	cause
30522798	ventral	studies
25205331	cerebellum	suggesting
32027475	optic nerve	include
30700699	core	been
31536280	core	present
22089319	core	show
21464239	medial	related
29262472	corpus callosum	conduct
28285734	ventral	order
15229061	dorsal	rest
15229061	thalamus	studies
32853750	nucleus accumbens	been
21962378	hypothalamus	been
12849366	hypothalamus	ache
21163316	ventral	stem
19360855	medial	studies
23414669	core	set
26848839	dorsolateral	increased
23022470	dorsolateral	includes
14514506	cerebellum	studies
14514506	cerebellum	plays
14514506	cerebellum	implicating
22781844	core	present
29185023	core	state
25421402	intermediate	copy
15763278	ventral	been
27939829	core	measure
24875175	midbrain	stems
28541374	upper limb	increased
28541374	lower limb	increased
22651577	core	belong
26191000	cerebellum	converging
25878287	medial	search
33296935	core	included
33296935	core	had
19165527	dorsolateral	working
19165527	dorsolateral	samples
27737532	core	had
26501174	core	present
29742910	core	studying
33188830	external capsule	acts
33188830	external capsule	scale
26408506	core	set
25034760	core	explain
20052692	intermediate	search
29471549	ca1	led
11904135	rostral	mixed
11904135	rostral	related
26861199	core	rely
29153448	core	been
23998279	core	work
22985694	intermediate	showed
29868444	substantia innominata	changed
19501427	thalamus	measured
24132763	locus ceruleus	included
23145075	splenium	contrast
2739175	hippocampal region	showed
24991170	core	scale
24991170	core	used
24991170	core	controls
17406237	dorsal	ask
16534206	medial	had
24294718	medial	reviews
24046733	core	order
17372969	ventral	been
17884806	dorsolateral	controls
25468172	core	found
32528322	core	scale
14613679	core	thought
33381756	core	order
15698673	dentate gyrus	present
15698673	dentate gyrus	expressing
16879842	medial	studies
14514495	core	tested
14514495	core	support
31290029	stria terminalis	changes
23828425	ventral	orders
2006691	nose	improve
29740699	optic nerve	reported
24950788	cerebral cortex	compared
18645130	core	mean
32745995	intermediate	resting
16631133	core	type
19652121	dorsolateral	show
18400924	core	view
31494485	core	work
17457314	striatum	show
21309960	striatum	drinking
28799955	dorsal	related
27151065	medial	order
23739971	medial	using
18248960	medial	copy
31445390	core	order
17907268	ventral	developed
26075893	dorsal	changes
30506177	nose	conducted
30506177	nose	come
27902448	striatum	stimulating
11226812	medial	orders
12072173	hippocampal region	showed
16246436	nucleus accumbens	used
28371807	medial	decreased
28379529	dorsolateral	shed
29423131	core	ground
17203012	dorsal	view
16035139	core	found
19617327	core	binding
24801217	core	matched
9225797	core	compared
8102851	nucleus accumbens	discussed
30522820	core	treat
28425060	medial	compared
28425060	hypothalamus	controls
25322924	core	delay
25322924	core	measure
27638451	core	order
25849095	cerebral cortex	type
15948156	ca2	induced
18950366	intermediate	test
19110265	dorsolateral	implicated
19110265	dorsolateral	formed
30103333	core	calculated
30984036	dorsolateral	been
27485952	cerebellum	including
21861822	nucleus accumbens	orders
27068568	core	ground
21312409	ventral	used
8604046	ventral	been
32312167	core	related
22209236	core	leading
24040207	medial	light
14623499	cerebellum	originating
11993532	core	cut
11993532	core	cut
29278697	medial	decreased
30282513	thalamus	orders
26180683	hypothalamus	ache
22492266	ventral	been
25754826	core	driven
14624811	nucleus accumbens	stimulated
24387821	striatum	determine
24387821	striatum	does
27666370	corpus callosum	report
29349038	intermediate	scales
16195246	core	studying
25904791	ventral	tested
32066712	core	measured
23649390	ventral	had
17634367	striatum	express
6235797	thalamus	orders
17279373	medial	been
28655565	ca1	causes
19303592	core	studies
26180144	intermediate	present
16707802	hypothalamus	orders
27137218	core	included
15305238	ventral	relates
22232593	medial	provided
24919168	core	viewed
11989989	core	ground
10759187	cerebral cortex	set
26754469	core	ring
18707945	core	including
18707945	core	including
25471585	ventral	order
24179788	striatum	suggest
22659472	core	recognized
27677901	core	ground
23208196	core	ring
26746121	core	determine
24706880	cerebral cortex	been
10050898	corpus callosum	cross
10050898	corpus callosum	reduced
10064828	thalamus	stimulated
10064828	cerebellum	stimulated
10064828	striatum	studies
10068311	suprachiasmatic nucleus	determine
10069581	internal capsule	rent
10071707	hippocampal formation	been
10074872	core	organized
10075518	core	orders
10078056	intermediate	mixed
10078715	core	measures
10078715	core	change
10082190	core	proposed
10085209	core	order
10098866	dorsolateral	having
101025	medial	rains
1011028	corpus callosum	present
10171577	medial	help
10187995	dorsolateral	ground
10187995	dorsolateral	direct
10195166	core	impaired
10195334	substantia nigra	determine
10200740	core	relate
10202575	claustrum	ground
10203117	intermediate	showed
10204308	brain stem	followed
10206239	mouth	lies
10208533	ventral	show
10208533	ventral	indicate
10210814	striatum	present
10211140	striatum	studies
10213068	dorsolateral	changes
10213068	dorsolateral	failed
10214736	medial	compared
10214736	core	increased
10216000	brain stem	samples
10216000	cerebral cortex	showed
10218940	core	including
10222770	ca2	type
10225346	core	acts
10229740	core	showed
10281975	nose	tend
10320207	dorsomedial	following
10328519	striatum	contrast
10329595	midbrain	stem
10331103	corpus callosum	ground
10331103	anterior commissure	finding
10331105	retina	found
10334493	cerebral cortex	called
10339021	core	measures
1034236	cranial nerves	attack
10343970	cerebral cortex	rent
10347434	nose	conducting
10349039	corpus callosum	studies
10349040	thalamus	shown
10349341	core	scale
10355490	ventral	seem
10355490	ventral	formed
10356620	medial	help
10359468	cerebral cortex	ground
10359468	dorsolateral	work
10364646	hippocampal region	done
10366174	core	state
10369354	periventricular region	changes
10372607	core	improve
10374241	nucleus accumbens	relate
10374651	core	survey
10375980	medial	using
10375980	core	test
10376121	dorsolateral	ground
10379527	intermediate	ring
10389597	core	existing
10391443	ca2	induced
10395215	ca3	repeats
10395221	ca2	treated
10396468	core	sample
10401463	cerebellum	suggests
10401463	cerebellum	used
10405081	core	indicate
10407834	striatum	play
10407844	reticular part	signal
10411337	core	thought
10412193	ca2	type
10412705	nose	held
10416730	core	propose
10417247	cerebellar cortex	forced
10422481	core	increased
10427605	hippocampal region	believed
10427609	dorsolateral	reports
10430474	ca1	found
10430474	hippocampal formation	using
10432512	substantia nigra	acts
10432512	substantia nigra	differed
10434380	mouth	dry
10435198	medial	support
10435203	third ventricle	marks
10435610	core	ground
10435610	core	cross
10436347	cerebral cortex	measures
10439447	substantia nigra	found
10439454	ventral	introduced
10441242	trunk	reduced
10442553	cerebral cortex	changes
10442797	intermediate	use
10444798	ventral	report
10445434	corpus callosum	measuring
10447153	core	indicated
10448443	thalamus	lies
10448452	core	had
10448801	medial	noted
10448801	medial	does
10448805	core	taking
10450259	dorsal	sampling
10461903	cerebral cortex	orders
10466737	corpus callosum	related
10471090	core	contributed
10472413	hippocampal formation	studies
10472415	dorsolateral	appears
10472415	layer 3	been
10472420	striatum	ground
10472420	striatum	indicate
10472423	cerebellum	ground
10472423	cerebellum	studies
10472423	cerebellum	explore
10472423	cerebellum	support
10473323	corpus callosum	cross
10473323	corpus callosum	found
10473325	core	adjusting
10474811	hypothalamus	changes
10478377	cranial nerves	had
10482382	cerebellum	studies
10483782	hypothalamus	type
10483792	brain stem	report
10486670	core	shed
10487390	hippocampal formation	causes
10489041	core	count
10494458	globus pallidus	implicate
10500422	optic nerve	orders
10501205	dorsal	binding
10507387	medulla	remained
10507520	intermediate	types
10507525	thalamus	studies
10509177	core	support
10510221	brain stem	include
10519078	lateral ventricle	changes
10522886	substantia nigra	rent
10522898	corpus callosum	order
